GEOID,DP03_0062E,DP03_0062M,DP02_0059E,DP02_0059M,DP02_0060E,DP02_0060M,DP02_0061E,DP02_0061M,DP02_0062E,DP02_0062M,DP02_0063E,DP02_0063M,DP02_0067E,DP02_0067M,DP05_0032E,DP05_0032M,DP05_0033E,DP05_0033M,DP05_0034E,DP05_0034M,DP05_0039E,DP05_0039M,DP05_0047E,DP05_0047M,DP02_0111PE,DP02_0111PM,DP02_0113E,DP02_0113M,DP02_0114E,DP02_0114M,NAME,B01001_001E,B01001_001M,geometry,adjMHI,percEng,percWhite,"GEOID == str_remove(bos_acs10$GEOID, ""25025"")"
110502,50924,9405,73,52,174,106,726,169,526,146,147,86,NA,NA,2455,383,666,200,0,127,153,129,0,127,52.5,9,631,248,550,156,"Census Tract 1105.02, Suffolk County, Massachusetts",3486,343,"list(list(c(-71.125127, -71.126787, -71.127942, -71.12781, -71.127577, -71.129082, -71.129954, -71.132758, -71.133048, -71.134785, -71.136423, -71.136998, -71.137065, -71.137227, -71.137475, -71.137615, -71.137621, -71.137424, -71.131831, -71.127045, -71.127373, -71.128128, -71.125686, -71.125127, 42.28449, 42.283069, 42.282665, 42.282514, 42.282215, 42.280968, 42.281534, 42.2786, 42.278301, 42.276898, 42.277911, 42.278323, 42.278794, 42.280696, 42.28366, 42.285847, 42.286052, 42.286251, 42.286528, 
42.28746, 42.2871, 42.286448, 42.284911, 42.28449)))",55685.39399999999,52.5,70.4245553643144,FALSE
110601,100197,18077,88,69,124,97,359,132,168,69,98,51,NA,NA,2593,372,61,82,0,127,22,25,0,127,78.8,6.1,203,140,72,88,"Census Tract 1106.01, Suffolk County, Massachusetts",2822,430,"list(list(c(-71.147059, -71.147231, -71.147432, -71.148085, -71.149376, -71.1503, -71.146883, -71.145967, -71.140135, -71.136917, -71.134866, -71.130904, -71.127925, -71.129622, -71.130068, -71.132978, -71.13601, -71.136704, -71.137305, -71.137896, -71.139746, -71.140382, -71.142726, -71.145124, -71.145495, -71.147059, 42.29013, 42.290276, 42.290436, 42.290973, 42.293096, 42.295531, 42.29728, 42.297939, 42.302147, 42.301189, 42.301723, 42.301275, 42.300157, 42.298529, 42.298184, 42.296829, 42.294429, 
42.29383, 42.293356, 42.292841, 42.291299, 42.290766, 42.288778, 42.288114, 42.288805, 42.29013)))",109565.41949999999,78.8,91.88518781006378,FALSE
110607,82642,25048,155,93,145,80,996,262,562,166,111,69,NA,NA,4776,571,193,127,11,18,86,70,0,127,70.4,7,820,283,405,173,"Census Tract 1106.07, Suffolk County, Massachusetts",5388,524,"list(list(c(-71.147752, -71.147746, -71.145124, -71.142726, -71.140382, -71.139746, -71.137896, -71.137305, -71.136704, -71.13601, -71.132978, -71.130068, -71.1298, -71.129819, -71.12935, -71.129326, -71.13055, -71.126396, -71.124203, -71.123125, -71.123077, -71.125814, -71.125965, -71.126312, -71.126837, -71.127045, -71.131831, -71.137424, -71.138201, -71.13933, -71.140547, -71.145173, -71.147775, -71.147773, -71.147752, 42.286563, 42.286654, 42.288114, 42.288778, 42.290766, 42.291299, 42.292841, 
42.293356, 42.29383, 42.294429, 42.296829, 42.298184, 42.297882, 42.297564, 42.296644, 42.296497, 42.293705, 42.290198, 42.292719, 42.293772, 42.293735, 42.288615, 42.288482, 42.288149, 42.287644, 42.28746, 42.286528, 42.286251, 42.286223, 42.286166, 42.286135, 42.286038, 42.285995, 42.286273, 42.286563)))",90369.02699999999,70.4,88.64142538975501,FALSE
120103,147308,37588,11,19,0,127,25,27,45,56,44,56,NA,NA,1208,152,107,110,0,127,43,34,0,127,83.1,9.4,13,21,110,116,"Census Tract 1201.03, Suffolk County, Massachusetts",1441,129,"list(list(c(-71.120129, -71.120504, -71.120727, -71.121149, -71.121372, -71.121923, -71.122416, -71.122449, -71.122099, -71.121905, -71.121741, -71.121151, -71.12119, -71.120779, -71.119785, -71.119104, -71.118826, -71.1185, -71.117977, -71.117711, -71.117178, -71.117003, -71.115673, -71.11634, -71.1141, -71.114181, -71.114397, -71.114654, -71.115133, -71.11536, -71.115472, -71.120129, 42.308956, 42.309009, 42.309009, 42.309129, 42.309234, 42.309831, 42.311237, 42.312101, 42.31272, 42.312907, 42.313029, 
42.313385, 42.313814, 42.313692, 42.313837, 42.314096, 42.314289, 42.314498, 42.314924, 42.315092, 42.315407, 42.315579, 42.315131, 42.314234, 42.313229, 42.312307, 42.311621, 42.31075, 42.310111, 42.30986, 42.309675, 42.308956)))",161081.29799999998,83.1,83.83067314365024,FALSE
120104,63125,9275,0,127,81,61,224,99,69,37,42,31,NA,NA,1246,243,232,116,0,127,251,182,0,127,74.2,8.2,116,72,180,85,"Census Tract 1201.04, Suffolk County, Massachusetts",1945,190,"list(list(c(-71.120727, -71.120504, -71.120129, -71.115472, -71.115582, -71.115555, -71.115506, -71.115477, -71.115339, -71.115245, -71.115095, -71.114921, -71.11467, -71.114697, -71.114447, -71.114461, -71.114483, -71.114507, -71.11543, -71.117661, -71.118796, -71.119789, -71.120069, -71.119521, -71.121463, -71.121187, -71.121372, -71.121149, -71.120727, 42.309009, 42.309009, 42.308956, 42.309675, 42.309297, 42.308474, 42.307655, 42.307388, 42.306839, 42.306632, 42.306298, 42.305942, 42.305491, 
42.30456, 42.302167, 42.301904, 42.301759, 42.301646, 42.30211, 42.302553, 42.302996, 42.304054, 42.305194, 42.306715, 42.308685, 42.308888, 42.309234, 42.309129, 42.309009)))",69027.1875,74.2,64.06169665809769,FALSE
120105,143482,28231,25,36,18,30,147,92,196,98,67,40,NA,NA,1965,345,228,123,0,127,304,313,0,127,74.4,10.4,273,301,94,68,"Census Tract 1201.05, Suffolk County, Massachusetts",2572,472,"list(list(c(-71.12119, -71.121151, -71.121741, -71.121905, -71.122099, -71.122449, -71.122416, -71.121923, -71.121372, -71.121187, -71.121463, -71.121564, -71.121671, -71.123084, -71.124672, -71.125161, -71.127925, -71.130904, -71.134866, -71.136917, -71.140135, -71.136502, -71.13448, -71.132695, -71.130725, -71.126999, -71.123711, -71.121528, -71.119539, -71.119586, -71.119516, -71.119515, -71.123835, -71.125311, -71.125847, -71.1235, -71.123301, -71.122244, -71.121782, -71.121444, -71.12119, 42.313814, 
42.313385, 42.313029, 42.312907, 42.31272, 42.312101, 42.311237, 42.309831, 42.309234, 42.308888, 42.308685, 42.308667, 42.308656, 42.305163, 42.305194, 42.303195, 42.300157, 42.301275, 42.301723, 42.301189, 42.302147, 42.306204, 42.30925, 42.311899, 42.314574, 42.318615, 42.322716, 42.323882, 42.322745, 42.322685, 42.322372, 42.322055, 42.319375, 42.318795, 42.318692, 42.315839, 42.314411, 42.313334, 42.31384, 42.31392, 42.313814)))",156897.56699999998,74.4,76.39968895800934,FALSE
120201,60560,14264,127,69,94,64,518,194,244,102,119,87,NA,NA,2629,342,636,262,19,37,137,85,0,127,64.4,8,484,218,801,252,"Census Tract 1202.01, Suffolk County, Massachusetts",3920,410,"list(list(c(-71.114447, -71.114697, -71.11467, -71.114921, -71.115095, -71.115245, -71.111548, -71.110411, -71.110691, -71.110801, -71.110548, -71.110299, -71.109327, -71.108811, -71.107345, -71.106998, -71.105408, -71.10489, -71.104558, -71.10245, -71.102695, -71.103761, -71.103874, -71.104335, -71.10456, -71.10485, -71.105702, -71.106703, -71.106655, -71.113427, -71.113615, -71.114029, -71.114211, -71.114507, -71.114483, -71.114461, -71.114447, 42.302167, 42.30456, 42.305491, 42.305942, 42.306298, 
42.306632, 42.307028, 42.307081, 42.306628, 42.306144, 42.306129, 42.306069, 42.307517, 42.308272, 42.310622, 42.310463, 42.309787, 42.309558, 42.309435, 42.308878, 42.306036, 42.303289, 42.303162, 42.302763, 42.302585, 42.30232, 42.301665, 42.301152, 42.30088, 42.301396, 42.301415, 42.301507, 42.30155, 42.301646, 42.301759, 42.301904, 42.302167)))",66222.36,64.4,67.06632653061224,FALSE
120301,59707,9002,264,128,279,101,427,147,653,186,160,85,NA,NA,2367,360,1032,324,0,127,260,176,0,127,51.8,6.5,826,211,1673,327,"Census Tract 1203.01, Suffolk County, Massachusetts",4500,442,"list(list(c(-71.097926, -71.100639, -71.102695, -71.10245, -71.104558, -71.10489, -71.105408, -71.106998, -71.107345, -71.106293, -71.105377, -71.104475, -71.103966, -71.102944, -71.101192, -71.098451, -71.099481, -71.096248, -71.097088, -71.097746, -71.097848, -71.097866, -71.097926, 42.310036, 42.306191, 42.306036, 42.308878, 42.309435, 42.309558, 42.309787, 42.310463, 42.310622, 42.312329, 42.314644, 42.317022, 42.317857, 42.319298, 42.318215, 42.315644, 42.314606, 42.312492, 42.312151, 42.311545, 
42.311067, 42.310437, 42.310036)))",65289.604499999994,51.8,52.6,FALSE
120400,84567,17295,115,81,109,88,344,162,609,183,104,68,NA,NA,4155,394,366,107,80,102,385,211,0,127,79.4,5.1,209,113,440,178,"Census Tract 1204, Suffolk County, Massachusetts",5344,400,"list(list(c(-71.115133, -71.114654, -71.114397, -71.114181, -71.1141, -71.11634, -71.115673, -71.117003, -71.116468, -71.11657, -71.115599, -71.11209, -71.110644, -71.110319, -71.110091, -71.110693, -71.11094, -71.111669, -71.111934, -71.112764, -71.110392, -71.109998, -71.108441, -71.107767, -71.107236, -71.107069, -71.106673, -71.105665, -71.104475, -71.105377, -71.106293, -71.107345, -71.108811, -71.109327, -71.110299, -71.110548, -71.110801, -71.110691, -71.110411, -71.111548, -71.115245, -71.115339, 
-71.115477, -71.115506, -71.115555, -71.115582, -71.115472, -71.11536, -71.115133, 42.310111, 42.31075, 42.311621, 42.312307, 42.313229, 42.314234, 42.315131, 42.315579, 42.318583, 42.321021, 42.321066, 42.321602, 42.321835, 42.32191, 42.321524, 42.320753, 42.320472, 42.31954, 42.319106, 42.317917, 42.3167, 42.316548, 42.316483, 42.316452, 42.316377, 42.316611, 42.317268, 42.316923, 42.317022, 42.314644, 42.312329, 42.310622, 42.308272, 42.307517, 42.306069, 42.306129, 42.306144, 42.306628, 42.307081, 
42.307028, 42.306632, 42.306839, 42.307388, 42.307655, 42.308474, 42.309297, 42.309675, 42.30986, 42.310111)))",92474.01449999999,79.4,77.75074850299401,FALSE
120500,49013,10466,269,114,77,74,323,125,202,73,120,80,NA,NA,1053,268,238,154,0,127,81,63,0,127,44.7,11.6,453,167,1099,321,"Census Tract 1205, Suffolk County, Massachusetts",2462,311,"list(list(c(-71.108452, -71.107985, -71.107844, -71.106852, -71.106566, -71.105834, -71.105156, -71.104867, -71.104016, -71.103506, -71.102465, -71.102176, -71.101744, -71.101341, -71.100361, -71.100023, -71.102944, -71.103966, -71.104475, -71.105665, -71.106673, -71.105795, -71.105669, -71.105131, -71.108452, 42.322389, 42.322441, 42.322445, 42.322526, 42.322564, 42.322633, 42.322702, 42.322721, 42.322819, 42.322882, 42.322919, 42.322914, 42.322892, 42.322858, 42.322807, 42.322772, 42.319298, 42.317857, 
42.317022, 42.316923, 42.317268, 42.318404, 42.318546, 42.319278, 42.322389)))",53595.7155,44.7,42.77010560519903,FALSE
120600,82500,19265,9,14,0,127,97,78,162,82,7,13,NA,NA,1874,238,76,56,0,127,206,113,0,127,77.8,9.8,45,32,255,157,"Census Tract 1206, Suffolk County, Massachusetts",2494,325,"list(list(c(-71.110392, -71.112764, -71.111934, -71.111669, -71.11094, -71.110693, -71.110091, -71.110319, -71.109938, -71.109453, -71.109255, -71.108452, -71.105131, -71.105669, -71.105795, -71.106673, -71.107069, -71.107236, -71.107767, -71.108441, -71.109998, -71.110392, 42.3167, 42.317917, 42.319106, 42.31954, 42.320472, 42.320753, 42.321524, 42.32191, 42.322025, 42.322116, 42.322165, 42.322389, 42.319278, 42.318546, 42.318404, 42.317268, 42.316611, 42.316377, 42.316452, 42.316483, 42.316548, 
42.3167)))",90213.75,77.8,75.14033680834001,FALSE
120700,58893,12182,119,80,98,66,108,56,98,71,14,22,NA,NA,1702,224,107,102,9,20,126,88,0,127,74.3,9.1,221,122,223,161,"Census Tract 1207, Suffolk County, Massachusetts",2080,279,"list(list(c(-71.112259, -71.110832, -71.107181, -71.10708, -71.106885, -71.106592, -71.106544, -71.106808, -71.107249, -71.107508, -71.10776, -71.107854, -71.108265, -71.108706, -71.109136, -71.109554, -71.108269, -71.10837, -71.108452, -71.109255, -71.109453, -71.109938, -71.110319, -71.110644, -71.11209, -71.115599, -71.11657, -71.115078, -71.114098, -71.112202, -71.112258, -71.11227, -71.112259, 42.324552, 42.329073, 42.326898, 42.32685, 42.326719, 42.326536, 42.32651, 42.325735, 42.325509, 42.325499, 
42.32521, 42.324801, 42.324478, 42.324212, 42.32382, 42.323371, 42.323184, 42.322827, 42.322389, 42.322165, 42.322116, 42.322025, 42.32191, 42.321835, 42.321602, 42.321066, 42.321021, 42.323573, 42.323307, 42.323125, 42.323906, 42.324323, 42.324552)))",64399.4955,74.3,81.82692307692308,FALSE
130100,71213,10884,77,63,33,41,785,253,481,165,271,133,NA,NA,3864,398,260,253,0,127,440,225,0,127,78.6,7.2,434,239,191,183,"Census Tract 1301, Suffolk County, Massachusetts",4843,420,"list(list(c(-71.153486, -71.153766, -71.154309, -71.155031, -71.155656, -71.156556, -71.15726, -71.157952, -71.158683, -71.159673, -71.160629, -71.160158, -71.163971, -71.164178, -71.165318, -71.165783, -71.166999, -71.167734, -71.16605, -71.162478, -71.161901, -71.167456, -71.178206, -71.185246, -71.188167, -71.191155, -71.178636, -71.178611, -71.176362, -71.169808, -71.164804, -71.163437, -71.160104, -71.153573, -71.1503, -71.149376, -71.153486, 42.293265, 42.293201, 42.292974, 42.292577, 42.292108, 
42.291536, 42.29155, 42.291723, 42.291845, 42.291794, 42.291585, 42.290896, 42.288311, 42.288173, 42.287479, 42.287195, 42.286322, 42.28586, 42.283241, 42.280237, 42.279768, 42.279302, 42.280367, 42.279513, 42.280412, 42.283059, 42.294595, 42.29461, 42.296102, 42.300443, 42.303764, 42.302901, 42.300454, 42.295748, 42.295531, 42.293096, 42.293265)))",77871.41549999999,78.6,79.78525707206278,FALSE
130200,90655,16511,85,83,104,62,807,182,475,141,248,142,NA,NA,4048,344,217,182,10,16,317,155,0,127,84.1,5.6,193,91,118,76,"Census Tract 1302, Suffolk County, Massachusetts",4778,359,"list(list(c(-71.154309, -71.153766, -71.153486, -71.149376, -71.148085, -71.147432, -71.147231, -71.147059, -71.145495, -71.145124, -71.147746, -71.148099, -71.148686, -71.150071, -71.149901, -71.149627, -71.154983, -71.156374, -71.157482, -71.158894, -71.159808, -71.16023, -71.161148, -71.161462, -71.161901, -71.162478, -71.16605, -71.167734, -71.166999, -71.165783, -71.165318, -71.164178, -71.163971, -71.160158, -71.160629, -71.159673, -71.158683, -71.157952, -71.15726, -71.156556, -71.155656, 
-71.155031, -71.154309, 42.292974, 42.293201, 42.293265, 42.293096, 42.290973, 42.290436, 42.290276, 42.29013, 42.288805, 42.288114, 42.286654, 42.287106, 42.287152, 42.28729, 42.286762, 42.286389, 42.284355, 42.283563, 42.282945, 42.282141, 42.28152, 42.281194, 42.280341, 42.28007, 42.279768, 42.280237, 42.283241, 42.28586, 42.286322, 42.287195, 42.287479, 42.288173, 42.288311, 42.290896, 42.291585, 42.291794, 42.291845, 42.291723, 42.29155, 42.291536, 42.292108, 42.292577, 42.292974)))",99131.2425,84.1,84.72164085391377,FALSE
130300,90313,17029,24,31,10,16,644,226,414,160,195,67,NA,NA,3690,272,130,120,0,127,312,194,0,127,79.3,8.1,389,246,372,310,"Census Tract 1303, Suffolk County, Massachusetts",4554,276,"list(list(c(-71.149627, -71.149901, -71.150071, -71.148686, -71.148099, -71.147746, -71.147752, -71.147773, -71.147775, -71.147662, -71.147504, -71.14739, -71.147253, -71.147025, -71.146361, -71.145519, -71.144917, -71.143956, -71.142569, -71.145231, -71.145649, -71.145705, -71.145306, -71.143664, -71.147289, -71.150778, -71.151179, -71.152356, -71.151654, -71.151073, -71.151789, -71.152964, -71.154057, -71.159434, -71.160848, -71.161148, -71.16023, -71.159808, -71.158894, -71.157482, -71.156374, 
-71.154983, -71.149627, 42.286389, 42.286762, 42.28729, 42.287152, 42.287106, 42.286654, 42.286563, 42.286273, 42.285995, 42.285043, 42.284177, 42.283872, 42.28361, 42.283278, 42.282528, 42.281804, 42.281335, 42.280502, 42.277379, 42.276332, 42.275727, 42.27505, 42.274744, 42.272847, 42.269994, 42.273551, 42.274036, 42.274782, 42.275427, 42.275902, 42.276221, 42.277026, 42.276196, 42.278834, 42.27992, 42.280341, 42.281194, 42.28152, 42.282141, 42.282945, 42.283563, 42.284355, 42.286389)))",98757.2655,79.3,81.02766798418972,FALSE
130402,73217,4817,55,61,106,66,1069,285,430,164,271,106,NA,NA,4055,392,150,159,0,127,40,43,0,127,83.4,6,275,168,265,182,"Census Tract 1304.02, Suffolk County, Massachusetts",4407,387,"list(list(c(-71.160225, -71.160572, -71.160775, -71.161852, -71.161934, -71.162532, -71.16271, -71.163408, -71.163099, -71.163398, -71.167224, -71.168293, -71.168627, -71.171019, -71.174259, -71.173288, -71.174847, -71.174565, -71.177587, -71.183701, -71.185246, -71.178206, -71.167456, -71.161901, -71.161462, -71.161148, -71.160848, -71.159434, -71.160225, 42.274799, 42.273557, 42.273128, 42.268879, 42.26865, 42.268005, 42.267748, 42.262922, 42.2588, 42.258899, 42.262055, 42.262794, 42.263081, 42.265118, 
42.26719, 42.270906, 42.273729, 42.275576, 42.276595, 42.275615, 42.279513, 42.280367, 42.279302, 42.279768, 42.28007, 42.280341, 42.27992, 42.278834, 42.274799)))",80062.7895,83.4,92.01270705695484,FALSE
130404,72396,25832,31,28,100,55,593,174,340,123,109,74,NA,NA,1992,403,410,236,0,127,144,120,0,127,60.4,13.5,281,203,436,414,"Census Tract 1304.04, Suffolk County, Massachusetts",2830,515,"list(list(c(-71.160775, -71.160572, -71.160225, -71.159434, -71.154057, -71.152964, -71.151789, -71.151073, -71.151654, -71.152356, -71.151179, -71.150778, -71.147289, -71.150086, -71.155786, -71.157052, -71.157521, -71.158407, -71.161574, -71.161711, -71.16267, -71.163099, -71.163408, -71.16271, -71.162532, -71.161934, -71.161852, -71.160775, 42.273128, 42.273557, 42.274799, 42.278834, 42.276196, 42.277026, 42.276221, 42.275902, 42.275427, 42.274782, 42.274036, 42.273551, 42.269994, 42.267577, 42.262454, 
42.261202, 42.26074, 42.260028, 42.257546, 42.257587, 42.25834, 42.2588, 42.262922, 42.267748, 42.268005, 42.26865, 42.268879, 42.273128)))",79165.026,60.4,70.3886925795053,FALSE
130406,33600,3713,185,151,285,141,690,211,694,206,182,101,NA,NA,1835,385,2020,457,0,127,389,159,0,127,50.8,7.2,781,261,898,240,"Census Tract 1304.06, Suffolk County, Massachusetts",5006,529,"list(list(c(-71.155786, -71.150086, -71.146214, -71.146999, -71.145529, -71.144116, -71.142834, -71.143078, -71.143156, -71.146103, -71.146196, -71.146597, -71.150386, -71.152118, -71.153158, -71.155958, -71.158584, -71.161574, -71.158407, -71.157521, -71.157052, -71.155786, 42.262454, 42.267577, 42.263854, 42.26142, 42.259229, 42.25932, 42.255943, 42.255552, 42.255368, 42.252988, 42.253998, 42.255597, 42.25746, 42.258247, 42.25791, 42.256485, 42.255155, 42.257546, 42.260028, 42.26074, 42.261202, 
42.262454)))",36741.6,50.8,36.65601278465841,FALSE
140102,64732,14380,168,110,168,92,1137,202,386,120,229,106,NA,NA,1785,253,1665,380,0,127,50,42,0,127,59.8,10.1,608,229,692,375,"Census Tract 1401.02, Suffolk County, Massachusetts",4361,378,"list(list(c(-71.133358, -71.133568, -71.133772, -71.134992, -71.135267, -71.13631, -71.139334, -71.142681, -71.143498, -71.143869, -71.144069, -71.146103, -71.143156, -71.143078, -71.142834, -71.140196, -71.138103, -71.139394, -71.138998, -71.136285, -71.132333, -71.136434, -71.133965, -71.130958, -71.130762, -71.130589, -71.13048, -71.130115, -71.128992, -71.131307, -71.132151, -71.132414, -71.133009, -71.133358, 42.239562, 42.239613, 42.239642, 42.238603, 42.238163, 42.23634, 42.233597, 42.235998, 
42.240065, 42.241841, 42.242819, 42.252988, 42.255368, 42.255552, 42.255943, 42.258456, 42.255307, 42.252523, 42.24884, 42.246316, 42.24823, 42.249656, 42.254313, 42.252223, 42.251976, 42.251776, 42.251613, 42.251171, 42.247992, 42.240207, 42.239203, 42.239298, 42.239472, 42.239562)))",70784.442,59.8,40.93097913322632,FALSE
140105,74853,11023,26,48,137,94,811,203,408,133,185,79,NA,NA,1725,405,1180,445,0,127,84,85,0,127,66.6,9.6,403,163,782,313,"Census Tract 1401.05, Suffolk County, Massachusetts",3697,338,"list(list(c(-71.12326, -71.123337, -71.123565, -71.12613, -71.127334, -71.131617, -71.132547, -71.131987, -71.131121, -71.130859, -71.130562, -71.129665, -71.129434, -71.12867, -71.128245, -71.125794, -71.124914, -71.121776, -71.12144, -71.121185, -71.120607, -71.11827, -71.118026, -71.118027, -71.118161, -71.118247, -71.118285, -71.118251, -71.118175, -71.118038, -71.118957, -71.121602, -71.122972, -71.123153, -71.123331, -71.12326, 42.26207, 42.262102, 42.262206, 42.263534, 42.264503, 42.268649, 
42.2699, 42.272358, 42.273047, 42.272867, 42.273022, 42.273402, 42.27346, 42.273895, 42.274245, 42.273468, 42.272699, 42.270676, 42.270386, 42.270684, 42.270284, 42.266595, 42.264775, 42.264354, 42.264348, 42.264309, 42.264211, 42.264045, 42.263952, 42.263905, 42.261923, 42.262756, 42.263348, 42.263145, 42.262238, 42.26207)))",81851.7555,66.6,46.65945361103598,FALSE
140106,30417,9467,252,98,143,110,363,112,147,62,101,65,NA,NA,855,264,1074,206,28,47,13,31,0,127,42.7,10.5,495,153,539,193,"Census Tract 1401.06, Suffolk County, Massachusetts",2179,315,"list(list(c(-71.136592, -71.137565, -71.138505, -71.13902, -71.139525, -71.140039, -71.139955, -71.140753, -71.140653, -71.140269, -71.13962, -71.138649, -71.136998, -71.136423, -71.134785, -71.134626, -71.131642, -71.132438, -71.132703, -71.13351, -71.133781, -71.136592, 42.27151, 42.271992, 42.272616, 42.273218, 42.273551, 42.273574, 42.274161, 42.274344, 42.275179, 42.275474, 42.276071, 42.276901, 42.278323, 42.277911, 42.276898, 42.276784, 42.274908, 42.274232, 42.274037, 42.274543, 42.274396, 
42.27151)))",33260.989499999996,42.7,39.23818265259293,FALSE
